Story	Role	Character Name	Function	Verb	Text																				
135			alpha	live/lived,family,farm	Once upon a time, a family lived in the countryside in their farm.																				
			I_5	emerge/emerged,they	They emerged from the swamp covered in mud.																				
			I_5	be/was,spirit//villain	A nearby water spirit was so scared when they saw them that died instantly.																				
			T_4	tell/told,fox,peasant	When they reached the palace, the fox told the peasant to get rid of his filthy clothes.																				
			T_4	tell/told,fox,king	Then, the fox told the king that the peasant was a prince and that his clothes had been lost fighting the water spirit.																				
			T_4	be/was,king;give/gave,king,peasant	The king was impressed by their feat and gave the peasant new clothes and jewelry.																				
			W	marry/married,peasant,princess	Then the peasant married the princess and became a prince.																				
			return	return/returned,fox	Satisfied with her deed, the fox returned home.																				
																									
247			alpha	live/lived,family;live/lived,son//hero	A long time ago, near the capital city, lived a family with their son.																				
			alpha	terrorize/terrorized,dragon//villain	A dragon terrorized the region.																				
			eta	want/wanted,dragon	The dragon wanted to take over the family's lands.																				
			beta	go/went,family/parents	One day the parents went to the market.																				
			A	set,dragon;escape,son/boy	The dragon set their house on fire but the boy was able to escape.																				
			depart	want/wanted,son/he;get/got,son/he	He wanted revenge and ran after the dragon but got lost.																				
			G	see/saw,fireflies//tester,son/boy;show,fireflies,son/him	The fireflies saw the courage of the boy and decided to show him the way to the dragon's den.																				
			H	fight/fought,dragon,son/boy	The dragon and the boy fought for a long time.																				
			I	!see,dragon,son/boy;strike/struck,son/he,dragon/him;kill,son/he,dragon/him2	The dragon couldn't see the boy in the darkness and he managed to struck him in the head and kill him.																				
			W	learn/learned,king,son/boy;marry/married,king/he,son/him	When the king learned about the feat of the boy he married him to his daughter.																				
			return	return/returned,son/boy;return/returned,bride	The boy and his bride returned to his family's lands.																				
			Q	lament/lamenting,family/parents	His parents were lamenting his death but were overjoyed to see him alive.																				
			Q	rebuild/rebuilt;live/lived	With their newfound wealth, they rebuilt their house and lived happily.																				
																									
557			alpha		In a land far away, there lived a rich family with a single spoilt daughter.																				
			beta		One day, the parents to work.																				
			a		The girl became hungry and decided to go find some food.																				
			D		She went out in the forest and ran into a magic apple tree.																				
			D		There were candied apples in the top of the tree but the girl couldn't reach.																				
			D		The apple tree asked the girl to eat some of its green apples and then it would give her a candy apple.																				
			E		The girl rejected the green apples.																				
			F		The apple tree did not give her candied apples.																				
			D		Further down the path she found a river of pudding.																				
			D		The river asked her to eat some porridge and then it would hive her some pudding.																				
			E		The girl refused to eat any porridge.																				
			F		The river of pudding did not give her any pudding.																				
			D		At the darkest part of the forest the girl found a house made of bread.																				
			D		She asked for some gingerbread but the house told her she'd need to eat some rye bread first.																				
			E		The girl said that she wouldn't eat any rye bread.																				
			F		The house did not give her any gingerbread.																				
			Pr		All of a sudden, Baba Yaga broke out of the house and started chasing the girl.																				
			D		The house told her to eat some rye bread.																				
			Rs		The girl ate some rye bread and started running faster than the witch.																				
			D		She came into the river of pudding and the river of pudding told her to eat some porridge.																				
			Rs		Then the girl ate some porridge and started leaping from tree to tree.																				
			D		Eventually she came into the apple tree and the apple tree told her to eat a green apple.																				
			Rs		Then the girl ate some green apples and the apple tree hid her from the witch.																				
			return		When the witch was gone she was able to arrive home just in time before her parents came back from work.																				
																									
																									
95			alpha		An old widower lived with his daughter in a farm.																				
			lambda		The widower eventually married another woman who had a daughter of her own.																				
			A9		The stepmother and stepdaughter despised the girl.																				
			A9		They asked her father to get rid of her.																				
			B5		The father took the girl to the forest and left her there to die.																				
			D2		A goblin saw the girl and asked her how she was doing.																				
			E1		The girl was kind to the goblin and they talked all night long.																				
			f1		The goblin thanked the girl for their conversation.																				
			f1		As a token of appreciation, he gave her new clothes and jewelry.																				
			return		The next morning, the father went back to the forest to retrieve the girl's corpse.																				
			return		He was very happy to see his daughter still alive and they went back to the farm.																				
			gamma		When the stepmother saw the clothes and jewelry she got very excited.																				
			delta		She asked her husband to take her own daughter to the forest.																				
			B5		The husband took his stepdaughter to the forest and left her in the same spot.																				
			D2		The goblin saw the girl and approached her.																				
			E_1		The girl was repulsed by the goblin and was mean to him.																				
			U		The goblin killed the girl as punishment.																				
			return		The next morning, the father went back to the forest to retrieve the girl.																				
			return		He went back home with her corpse.																				
			W		When the mother saw her dead daughter she died of sadness herself.																				
			W		The girl and her father lived happily and she eventually married a good lad from a nearby farm.																				
																									
																									
101			alpha		Once upon a time there lived couple with their daughter.																				
			beta2		The mother died.																				
			beta2		Eventually, the father married an old widow who had a daughter of her own.																				
			lambda		The woman's daughter was jealous of her stepsister's beauty.																				
			lambda		She wanted to learn her secret.																				
			epsilon1		The woman's daughter followed the girl everyday.																				
			zeta1		She learned that she drank the milk of a magic cow to keep beautiful.																				
			zeta1		She plotted to steal the cow's milk all for herself.																				
			gamma2		The magic cow knew about the stepsister's plan and asked the girl to kill her and bury her.																				
			delta2		The girl did as the cow asked her.																				
			A11		From the remains of the cow grew a beautiful apple tree.																				
			B7		The girl sang every day by the apple tree remembering her magic cow.																				
			C		The tree would some times sing back and the girl was happy.																				
			o		One day a prince walked by and saw the apple tree.																				
			L		The girl's stepsister introduced herself as the maid of the house.																				
			M10		The prince asked for an apple from the apple tree.																				
			N12_		The stepsister was not able to reach any apples.																				
			K8		When the girl tried to reach one, the branches bent down for her to grab an apple.																				
			Ex4		Then the apple tree sang about the jealous stepsister.																				
			U		When the prince heard the song commanded the stepsister to be executed.																				
			W		He then married the girl and they lived happily ever after.																				
																									
																									
143			alpha		There once lived a priest with his son.																				
			alpha		The boy was very strong and all the other children were afraid of him.																				
			gamma1		The villagers asked the priest to keep his son away from their families.																				
			delta2		The priest kept the boy locked in a room.																				
			A3		One day, a bull came to town.																				
			A3		The bull ate the town's crops and ruined their fields.																				
			C		The boy heard the villagers complaining and wanted to help them.																				
			depart		He escaped his room and went to the fields.																				
			F1		His strength was with him.																				
			H1		He found the bull in the fields.																				
			H1		The boy and the bull engaged in a fight.																				
			I1		The boy was able to eventually overcome the bull's strength.																				
			K7		The bull then became docile.																				
			K7		The boy tied a rope to the bull's neck and led it back to the village.																				
			return		When he arrived, the villagers were overjoyed that the bull had been captured.																				
			return		They used the bull and the boy's strengths to mend the fields and were prosperous.																				
																									
																									
131*			alpha		Once upon a time there was a king who had three daughters.																				
			beta2		Their mother died at childbirth.																				
			delta1		The father, zealous of his daughters locked them in a tower of the palace.																				
			delta1		One day, the girls escaped and ventured into one of the palace's gardens.																				
			A1		A dragon with three heads saw them and kidnapped them.																				
			B1		The king issued a call to all the knights of the kingdom.																				
			C		Three heroes offered themselves to rescue the princesses.																				
			depart		They got weapons and armor and departed to encounter the dragon.																				
			H1		Each knight battled one head of the dragon.																				
			I1		Each knight succeeded and cut a dragon's head.																				
			K4		They rescued the princesses from the dragon's den.																				
			return		And returned home to a happy father.																				
			wo		The king rewarded them with riches and made them noblemen.																				
																									
247*			alpha		In a faraway land lived a family with their son.																				
			eta3		The son could understand the language of the birds.																				
			eta3		A nightingale told the boy that one day his parents would be at his feet.																				
			eta3		When the boy told their parents, the father became enraged.																				
			A10		The father expelled the son from home.																				
			depart		The son and the nightingale took off.																				
			G2		They boarded a ship to a foreign kingdom.																				
			M		In that kingdom lived a king.																				
			M		The king was annoyed because a family of crows would not stop cawing.																				
			N		The boy went to the king and offered to translate for him.																				
			N		The crows wanted the king to resolve a family dispute.																				
			N		The king resolved it and the boy translated it to the crows.																				
			W*		When the crows left the king was very happy.																				
			W*		The king married his daughter to the boy and made him a prince.																				
			return		The newlyweds went on their honeymoon.																				
			return		By chance, they visited the city of the boy's family.																				
			Q4		There, they were received as royalty and all the people bowed to them.																				
			Q4		The boy recognized his parents and the nightingale's prophecy was fulfilled.																				
			Q4		The boy forgave his parents and they all lived happily ever after.																				
																									
244*			alpha		An old man lived with his wife, his older daughter and younger son.																				
			beta3		The daughter was jealous of all the attention her younger brother always received.																				
			beta3		One day she went to the forest to pick up berries.																				
			gamma2		Her mother asked her to take her brother with her.																				
			eta3		When they were in the forest, the girl asked her brother to lie down on the ground.																				
			theta1		The boy did as his sister told him.																				
			A14		Then the girl stabbed him and buried him.																				
			Fvi		From the ground where the boy was buried a little shrub soon sprouted.																				
			Fvi		A shepherd ran into the shrub, cut it and made a flute out of it.																				
			B7		When he played the flute it sang a song.																				
			B7		The flute told the shepherd to go to the old man's house.																				
			Ex4		When the shepherd played the flute there, the flute sang about the daughter's murder.																				
			U		The old man expelled his daughter as punishment.																				
																									
133*			alpha		A family with a son and a daughter lived in a faraway land.																				
			beta1		One day the parents sent the son to work their fields.																				
			gamma2		The brother asked his sister to bring him lunch later.																				
			gamma2		He told her to follow the trail with his footprints.																				
			zeta1		A witch overheard the conversation.																				
			eta3		The witch then erased the brother's footprints and put her own on a path to her hut.																				
			delta2		Later that day, when lunch was ready, the girl's mother asked her to bring it to her brother.																				
			theta3		The girl left and followed the path with the footprints and got to the witch's hut.																				
			A1		The witch grabbed the girl and locked her in the basement.																				
			C		The brother came back hungry and asked about his sister.																				
			depart		He became concerned and went looking for her.																				
			D1		On his way, he found a merchant.																				
			D1		The merchant promised him money if he ate a frog.																				
			E_1		The brother declined.																				
			F_		When the merchant left, the frog thanked the brother and befriended him.																				
			B4		The brother told the frog about his missing sister.																				
			C		The frog told him where to find the witch's hut.																				
			K3		When they arrived, the frog lured the witch outside and the brother was able to sneak in and rescue his sister.																				
			return		They returned home safe and sound.																				
																									
																									
xxx			alpha		A poor traveling gypsy and his son got lost in the woods.																				
			alpha		Late at night they found a tower and asked for help.																				
			alpha		A little frog let them in.																				
			gamma1		The frog told them that they could stay the night but asked them not to go upstairs.																				
			delta1		In the middle of the night, they heard noise upstairs and went to check it out.																				
			eta2		There was a witch.																				
			eta2		She converted the father into a lizard.																				
			A8		The witch told the little boy that if he wanted to see his father again, he'd need to steal her hat.																				
			C		The boy agreed but the witch was too fast and he couldn't get her hat.																				
			D4		That night, the frog told the boy she was also a prisoner.																				
			D4		She asked the boy to take her with him.																				
			J2		The boy agreed and the frog gave the boy a magic ring that would turn him invisible.																				
			K7		With the magic ring, the boy walked to the witch and stole her hat.																				
			w1		The witch then restored the boy's father and transformed the frog into a beautiful princess.																				
			w1		The boy and the princess got married and all lived happy in the palace.																				
																									
																									
yyy			alpha		The once lived a very poor family.																				
			a5		The parents didn't even have food to sustain their two sons.																				
			tfa		The mother sang about having to abandon their children.																				
			depart		The kids, heard her mother's song and decided to leave themselves.																				
			D9		When they were in the woods they ran into a boar that attacked them.																				
			E9		The boys worked together to fend it off.																				
			J1		The boar left deep scars on the boys but they survived.																				
			o		They eventually made it to a nearby town.																				
			o		There was a young man telling everyone that the boar that ruined the crops was gone.																				
			L		A nearby knight took credit for defeating the boar.																				
			Ex1		The boys challenged the knight.																				
			Ex1		They show their scars and everybody believed them.																				
			U		The knight was discharged without honor for taking credit for the boy's work.																				
			wo		The boys were paid a handsome reward and were able to go back home and support their parents.																				
																									
																									
																									
																									
1			alpha		Once upon a time, a family lived in an isolated mountain.																				
			alpha		They had a son and a daughter.																				
			A15		The father kept his daughter locked in a room.																				
			B1		The daughter was very miserable and cried day and night.																				
			C		The son decided he had to free his sister.																				
			F5		One day, the son found the spare key to his sister's room.																				
			H5		His father surprised him as he was opening the door.																				
			H5		He told him, he'd let him free his sister if he'd win a game of cards with him.																				
			I3		The boy was very skilled at card games and won.																				
			K10		The boy rescued his sister and left.																				
			Pr5		The father was enraged and chased after them.																				
			Pr5		He was so mad that he wanted to eat them both.																				
			Rs8		The mother saw what was going on.																				
			Rs8		He tripped her husband and he fell down the mountain and died.																				
																									
1			alpha		A single mother had a baby girl.																				
			alpha		One day she went to the market and took her baby girl with her.																				
			zeta1		An older widow saw the baby and wanted to take her for herself.																				
			eta1		The widow offered to babysit for the single mother while she was shopping.																				
			theta3		The mother was very busy and agreed.																				
			A1		The widow took the baby girl with her and ran away.																				
			B7		When the mother couldn't find her baby started singing for her.																				
			D2		A nearby witch heard the song.																				
			E7		The witch offered help the mother find her baby.																				
			J2		The witch gave the mother a melon and told her to treat it as her baby.																				
			J2		Then the melon would point in the right direction to find her baby.																				
			J2		The mother did and the melon pointed towards a food stand.																				
			H4		There, the mother found the widow and confronted her.																				
			H4		The widow claimed the baby was hers.																				
			H4		To prove, a passerby suggested the two women should guess the baby's weight in a set of nearby scales.																				
			I4		The widow tried to balance the scales but she couldn't.																				
			I4		The mother then, placed the melon in one of the scales and the baby in the other and they balanced perfectly.																				
			Q3		Everybody then recognized the mother and gave the baby to her.																				
			U		The widow was expelled from town and never seen again.																				
																									
																									
																									
																									
																									
1			alpha		A girl lived with her parents.																				
			a4		She was beautiful but could not find a suitable husband.																				
			B5		Her parents banished her from home until she could find a husband.																				
			G2		She walked for a very long time.																				
			D7		She ran into a poor boy who had no shoes.																				
			E7		She gave her shoes to him.																				
			f9		The boy told her he was very grateful.																				
			J1		She walked until her feet bled.																				
			o		She eventually reached a new kingdom.																				
			M9		The people of the kingdom ordered her to walk over hot coals.																				
			N9		Her feet were numb.																				
			N9		So she walked over the coals.																				
			Q1		The little boy saw the girl.																				
			Q1		He went to fetch the prince of the kingdom and asked for his help.																				
			T3		The prince saw how the girl has been mistreated.																				
			T3		He gave the girl new garments and he fell in love with her kindness.																				
			W#*		The prince married her and they lived happily.																				
																									
																									
																									
																									
																									
																									
1			alpha		A girl lived with her parents.																				
			beta2		The parents died of old age.																				
			a5		The girl was poor and hungry.																				
			depart		She packed her last loaf of bread and left.																				
			D1_3		Once in the forest, she ran into a mouse.																				
			D1_3		The mouse asked for some food.																				
			E1_3		She shared her last piece of bread with him.																				
			F9		The mouse was grateful.																				
			F9		The mouse told the girl he would help her when needed.																				
			M11		Later, the girl found work in a nearby market.																				
			M11		Her job was to separate little rocks from grains.																				
			N12		She was very skilled and the mouse would come help her every night.																				
			W		The girl ended up marrying a boy from the village and they all were happy.																				
																									
1			alpha		A girl lived with her father and stepmother.																				
			A15		One day, the stepmother locked the girl in her room																				
			A15		The girl was forced to work sorting grain.																				
			B7		The girl would sing while working.																				
			D1_3		A mouse heard the girl's song.																				
			D1_3		The mouse asked for some food.																				
			E1_3		She shared some of the grains with him.																				
			F9		The mouse was grateful.																				
			F9		He helped the girl sort the grains.																				
			K4		The girl and the mouse finished sorting the grain.																				
			L		When the girl's father arrived, the stepmother claimed she had been working all day sorting the grain.																				
			Q3		The father asked them to sort grain again.																				
			Ex3		The girl did a wonderful job.																				
			Ex3		The stepmother failed at the task.																				
			U		The father banished the stepmother from their house.																				
			w1		The girl was soon promised to a young lad and never had to worry again.																				
																									
																									
																									
																									
																									
																									
																									
1			alpha		A young boy lived with his father.																				
			gamma1		His father told him to avoid going to the forest alone.																				
			delta1		One day while his father was working, the boy sneaked out and into the forest.																				
			epsilon1		A witch soon smelled him and started following him.																				
			zeta1		When she certain the boy was alone she attempted to lure him into her hut.																				
			theta1		The boy was very clever and didn't trust the witch.																				
			A15		When the witch saw she couldn't trick him, she tried to snatch him.																				
			A15		The boy quickly climbed up a tree.																				
			A15		But then became trapped there when the witch wouldn't leave.																				
			Pr7		The witch started gnawing thru the tree with the boy up on it.																				
			Rs10		The boy jumped to another nearby tree.																				
			Q4		The father heard cried in the forest and went to his rescue.																				
			Q4		He saw the boy and a beautiful lady at the bottom of a tree.																				
			Ex3		The lady claimed to be a singer and the father asked her to sign.																				
			Ex3		When she couldn't he realized she was the witch.																				
			U		The boy dropped a pinecone from the top of the tree and killed her.																				
			wo		They were given a handsome reward for having killed the witch.																				
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
1			alpha		Once there was a beautiful princess.																				
			eta2		A witch cursed her to not be happy.																				
			eta2		The princess was very lonely.																				
			a4		She could never find a bachelor to make her smile.																				
			B1		Her father sent a call to kill the witch and lift the curse.																				
			B1		A naive farmer heard of the trouble.																				
			C		He decided to go talk to the witch.																				
			depart		He left for the woods where the witch lived.																				
			D7		On his way he found a mushroom that asked him to eat it.																				
			F7		The farmer did, but that only made him hungrier.																				
			H2		Eventually he reached the witch's place.																				
			H2		The farmer met the witch and asked to lift the curse.																				
			H2		The witch proposed an eating contest.																				
			I2		The farmer was so hungry he could eat a horse.																				
			I2		The farmer won the contest.																				
			return		The farmer went to the palace and met the princess.																				
			K8		When she saw him she was very happy.																				
			W#*		They got married and lived happily ever after.																				
																									
																									
1			alpha		There lived a girl with her brother.																				
			alpha		One day, the brother went to work the fields.																				
			gamma1		He told his sister to not venture in the forest alone.																				
			A1		A dragon kidnapped the brother.																				
			B4		When the brother wouldn't return she became worried.																				
			depart		She decided to go look for him.																				
			K3		She eventually found the dragon.																				
			K3		The dragon was distracted by her beauty.																				
			K3		The brother sneaked and slayed the dragon.																				
			return		They came back home safe.																				
			wo		The people from the village rewarded them for killing the dragon.																				
																									
																									
																									
1			alpha		Once there was a beautiful princess.																				
			eta2		For some unknown reason she was very sad.																				
			B1		Her father sent a call to figure out why she was always sad.																				
			A_1		A nearby witch saw the baby brother unattended and took him away.																				
			B1		A clever farmer heard about the call.																				
			C		He decided to go talk to a witch.																				
			depart		He packed his things and departed.																				
			H3		He arrived to the witch's hut and asked to talk to her.																				
			H3		She wanted to play some games of cards.																				
			I3		The clever farmer won all of the games.																				
			K5		The witch gave the farmer a magic handkerchief for the princess.																				
			return		He then went back to the palace.																				
			Q2		When the princes saw the handkerchief she started smiling immediately.																				
			W#*		They got married and lived happily ever after.																				
																									
1			alpha		Once there lived a rich merchant with two beautiful daughters.																				
			alpha		The merchant sent them to marry the kingdom's prince.																				
			alpha		The younger sister was jealous of her older sister.																				
			A_6		When her older sister was sleeping, she cut her eyes.																				
			A_6		She then left her sister to die.																				
			o		The younger sister arrived to the palace and met with the prince.																				
			o		They got married.																				
			J1		The older daughter did not die.																				
			J1		She healed her wounds but kept horrible scars.																				
			Pr2		The younger sister learned her older sister was alive.																				
			Pr2		She demanded her be killed.																				
			Pr2		She sent the guards to kill her.																				
			T1		A kind fairy learned about the older sister.																				
			T1		The fairy transformed the older sister so she wouldn't be recognized.																				
			U		The fairy gave the horrible scars to the younger sister.																				
			U		The guards found her and killed her.																				
			W#*		The prince found the older sister and took her to palace.																				
																									
																									
1			alpha		In a kingdom far away there was a town terrified by a dragon.																				
			A14		One day the dragon killed the king.																				
			B		The princess issued a call for help.																				
			B		A humble soldier responded to the call.																				
			C		The princess promised herself in marriage if the soldier killed the dragon.																				
			depart		The soldier set off.																				
			G5		The soldier followed the trail of blood left by the dragon.																				
			I5		The soldier sneaked upon the dragon at night and killed him.																				
			return		He returned to the palace.																				
			w_0		The princess married him.																				
																									
1			alpha		In a foreign kingdom faraway lived a soldier.																				
			alpha		He was under the orders of a queen.																				
			a2		The queen desired a magical fairy.																				
			B_2		She commanded the soldier to go capture a fairy for her.																				
			depart		The soldier went to the forest.																				
			Ki		There he met a fairy and convinced her to meet the queen.																				
			Ki		The fairy accepted.																				
			return		The soldier and the fairy returned.																				
			W		The queen was very happy.																				
			W		The queen married the soldier.																				
																									
																									
1			alpha		There was once a witch that lived in a forest.																				
			alpha		She would kidnap children from a nearby town.																				
			A_1		She once kidnapped the last child in town.																				
			B_4		The mayor approached a hunter and asked for his help.																				
			C		The hunter agreed.																				
			depart		He took a big lance and went to the forest.																				
			H_1		He saw the witch and launched his lance at her.																				
			I_1		He killed the witch in one strike.																				
			K_4		He rescued the kid.																				
			return		They both came back to town.																				
			W		They lived happy.																				
																									
																									
1			alpha		Once there lived a giant near a little village.																				
			A_17		The giant wanted to kidnap a bride.																				
			B_4		A traveling tailor came to town.																				
			B_4		He met an old man who told him about the giant.																				
			C		The tailor misspoke and said he could kill the giant.																				
			depart		He still decided to go meet the giant.																				
			K1		At night, he sewed the giant's eyes shut.																				
			I5		When the giant woke up he could not see.																				
			I5		The giant stumbled and fell through a cliff.																				
			return		The tailor came back to the village.																				
			w_0		Everybody was happy.																				
																									
1			alpha		A poor farmer lived in a farm.																				
			a_5		He was did not have any food for the winter.																				
			H_2		One day he saw a bear ruining his crops across a little river.																				
			H_2		The farmer had nothing to loose.																				
			H_2		He confronted the bear.																				
			I_2		When the bear swam to get to him the weight of his wet fur weakened him.																				
			I_2		The farmer pushed the bear into the river and the bear drowned.																				
			K_1		The farmer now had food and pelts to go through the winter.																				
																									
1			alpha		A woman gave birth to a very hairy child.																				
			A_9		The father did not accept the kid and when he grew up he devised a plan to get rid of him.																				
			A_9		He sent the kid to a cave where a devil lived.																				
			H_2		There, the devil challenged the kid to see who could run the fastest.																				
			I_2		The kid told him to first try to catch his younger brother.																				
			I_2		The kid pointed to a rabbit.																				
			I_2		The rabbit dashed and the devil could not catch it.																				
			K_1		The devil was ashamed and left.																				
			return		The kid came back home safe and sound.																				
			W		He soon wed a young girl and went to live with her family.																				
																									
1			alpha		Once there lived a beekeeper.																				
			A_18		One night, a devil started tormenting the people of his town.																				
			C		The beekeeper said he would find a solution.																				
			H_3		That night, the beekeeper scattered beehives around town.																				
			H_3		At midnight the devil appeared but was stung by the bees.																				
			U		Then the beekeeper used his shovel to kill the devil.																				
			W		Everybody was happy.																				
																									
1			alpha		There once lived a young shepherd who used to play the fiddle.																				
			Epre_7		Once day, the shepherd playing his fiddle in the forest.																				
			Epre_7		A witch asked him to teach her to play the fiddle.																				
			Fpre_9		He taught the witch how to play.																				
			Fpre_9		The witch gave him a magic egg.																				
			a5		There was a bad winter.																				
			a5		All the sheep died.																				
			C		The shepherd remembered the magic egg and decided to incubate it.																				
			K6		Out of the egg hatched a hen.																				
			K6		The hen laid golden eggs.																				
			W		The shepherd never had to worry about money again.																				
																									
1			alpha		There once lived a clever girl and a brave boy.																				
			a_1		They were very poor and had no food.																				
			B		A witch once invited them to her hut.																				
			C		They were reluctant but then trusted the witch.																				
			depart		They followed her into her hut.																				
			M1		The witch ordered them to eat a lot of food.																				
			N1		The boy did and fell asleep.																				
			N_1		The girl didn't but pretended to fall sleep.																				
			Q3		The girl saw the witch was about to eat them.																				
			U		She woke her brother and he killed the witch.																				
			return		They returned home safe with their stomachs full.																				
																									
0			alpha		There once was a family.																				
			eta		A king wanted to steal their lands.																				
			beta		One day the father went to the market.																				
			A		The king kidnapped the father and threw him in jail.																				
			depart		The son went to meet with the king.																				
			H3		The king challenged him to a game of cards.																				
			I3		The king lost.																				
			K4		The king freed the father.																				
			return		The father and the son returned home.																				
			W		The son soon married a girl and was happy.																				
																									
0			alpha		Once there was a girl.																				
			beta2		Her parents were away for work.																				
			a6		She was hungry.																				
			depart		She went to the forest.																				
			D		There she found an apple tree.																				
			D		She asked the tree for an apple.																				
			D		The tree gave her a magic apple.																				
			D7		The tree told her to not eat the apple.																				
			E		The girl did not eat the apple.																				
			F		The apple tree was happy and gave the girl apple seeds.																				
			return		The girl went back home.																				
			w		She and her parents planted the apple seeds, grew the trees and were prosperous.																				
																									
																									
0			alpha		A boy and a girl once lived in a small town.																				
			alpha		They were friends.																				
			beta2		They were orphans.																				
			lambda		They were very poor.																				
			depart		The girl once went into the forest.																				
			D2		A goblin saw the girl and asked her how she was doing.																				
			E1		The girl was kind to the goblin and they talked all night long.																				
			f1		The goblin gave the girl lots of riches.																				
			return		The girl returned to town.																				
			gamma		The boy was jealous of the girl’s riches.																				
			D2		The goblin saw the boy and approached him.																				
			E_1		The boy was repulsed by the goblin and was mean to him.																				
			U		The goblin killed the boy as punishment.																				
			return		The girl went to look for his friend.																				
			return		She came back to town with his corpse.																				
			W		The girl lived happily and she eventually married a good man from town.																				
																									
																									
0			alpha		A king had two daughters.																				
			beta2		The mother died.																				
			a		The older was jealous of the younger.																				
			a		The older learned that her sister drank the milk of a magic cow to keep beautiful.																				
			F7		The older drank the milk from the magic cow.																				
			E10		But she transformed into a cow herself.																				
			Pr3		She was enraged.																				
			Pr3		She chased her younger sister.																				
			Rs3		But the younger sister was also transformed into a cow.																				
			o		The older and younger sister went home.																				
			o		The king wanted to kill them because he only saw cows.																				
			Q1		The king recognized a mark on the younger’s cow body.																				
			Ex1		The king killed the older sister thinking she was a cow.																				
			W		The younger sister transformed back into a princess and married a prince.																				
																									
																									
0			alpha		There once lived a soldier with his son.																				
			alpha		The soldier trained his son to be like him.																				
			gamma1		The villagers asked the soldier to leave town.																				
			A5		While they were away, thieves robbed the town.																				
			C		When the soldier knew he didn’t want to go back.																				
			C		The son went back.																				
			F1		His strength was with him.																				
			H1		The son fought the thieves.																				
			I1		He killed every one of them.																				
			W		He married a nice girl from town and was happy.																				
																									
																									
0			alpha		A king had twin daughters.																				
			beta2		Their mother died at childbirth.																				
			a		The daughters were very lonely.																				
			depart		One day the daughters went to the forest.																				
			D		There they found a trapped goblin.																				
			D		The goblin asked them for help.																				
			E_1		The older daughter ran away scared.																				
			E		The younger daughter stayed and helped him.																				
			F9		The goblin gave the girl a new appearance.																				
			return		When the daughters returned, an evil prince had conquered their castle.																				
			o		Nobody recognized her.																				
			Ex1		The prince executed her sister.																				
			W		He married the daughter and they were happy.																				
																									
0			alpha		There once lived a boy who was very light.																				
			a1		He was very lonely.																				
			depart		He was so light that one day he drifted away.																				
			G1		He flow to another kingdom.																				
			M1		In that kingdom, the king held a feast.																				
			M1		The king wanted to see who could eat more than him.																				
			N1		The boy ate three cows.																				
			Q3		The king was impressed by his feat.																				
			W*		The king married his daughter to the boy and made him a prince.																				
																									
0			alpha		A girl and her brother lived in the forest.																				
			beta3		One day the brother went to the forest to pick up berries.																				
			A11		A witch transformed him into a bear.																				
			o		Later, the bear tried to eat the girl.																				
			Q1		The girl recognized the a pattern in the bear’s fur.																				
			Q4		The girl sang a song to the bear.																				
			Q4		The bear recognized his sister.																				
			U		The bear found the witch and killed her.																				
			U		The spell was broken and brother and sister lived happily.																				
																									
0			alpha		A framer lived in a faraway land.																				
			alpha		One day he went to the fields.																				
			gamma2		He asked his wife to bring him lunch later.																				
			gamma2		He told her to follow the trail with his footprints.																				
			zeta1		A witch overheard the conversation.																				
			eta3		The witch then erased the footprints and put her own on a path to her hut.																				
			theta3		The woman followed the path with the footprints and got to the witch's hut.																				
			A1		The witch kidnapped her.																				
			C		When the farmer didn’t get his lunch he became concerned.																				
			C		He knew about the evil witch.																				
			T3		He dressed as a bear and went to meet the witch.																				
			M3		The witch thought she could outsmart the bear.																				
			M3		She asked him a riddle.																				
			N3		The farmer solved the riddle.																				
			Q4		The wife recognized her husband.																				
			U		While the witch was busy she struck her in the head.																				
			W		They continued their happy marriage.																				
																									
																									
0			alpha		Once, there was a man and a woman who loved each other.																				
			alpha		On the day of the wedding, a witch cast a spell on the husband.																				
			Avii		The man forgot about his lover.																				
			*D7		The woman implored the witch to bring back his memories.																				
			D1		The witch asked for the woman’s eyes.																				
			E1		The woman gave her eyes away.																				
			F-		The witch had tricked the woman and just left.																				
			B7		The woman was very sad and sang a sad song.																				
			Q4		Then the man heard the song.																				
			Q4		He remembered his lover.																				
			w2		He loved her sacrifice and they got married immediately.																				
																									
																									
0			alpha		The once lived a very poor family.																				
			a5		They didn’t have any money.																				
			depart		The kids were very clever and decided to go look for work.																				
			D		They ran into a merchant who asked for their help.																				
			E		They helped him.																				
			J1		The merchant gave them new garments as a reward.																				
			T4		They never had new garments so they made a mistake.																				
			T4		They boy wore girl’s clothes and the girl wore boy’s clothes.																				
			M12		They arrived at the king’s palace.																				
			M12		They king demanded entertainment.																				
			N12		When he saw the kids with unmatched garments he liked them.																				
			N12		The king offered the kids to live in the castle with him.																				
			K4		The king fed the kids and gave them riches.																				
			Q4		A few days later parents saw them and asked them to go back home.																				
			wo		They all lived happy ever after.																				
																									
																									
3			alpha		Once there was a kind farmer.																				
			alpha		He had a bull to help him plow.																				
			alpha		He took good care of the bull.																				
			A1		A wicked neighbor secretly stole the bull.																				
			G4		The next day, the farmer was looking for his bull.																				
			G4		He followed the footprints on the path.																				
			Q4		The bull saw the farmer and ran to him.																				
			M		The bull was locked in a pen.																				
